taxon	taxon rank	candidate	taxon author	synonyms	alternative names	remarks
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Equisetum	genus
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Marattiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Ophioglossidae	
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Ophioglossidae;Ophioglossaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Ophioglossidae;Psilotaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae	
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Cyatheales	order
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Gleicheniales	order
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Hymenophyllaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Osmundaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Polypodiales	order
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Salviniales	order
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Schizaeales	order
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta	
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Acrogymnospermae	
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Acrogymnospermae;Gnetidae	
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Acrogymnospermae;Pinidae	
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Acrogymnospermae;Cycadales	order
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Acrogymnospermae;Ginkgo	genus
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida	
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Lycopodiopsida	
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Lycopodiopsida;Lycopodiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Lycopodiopsida;Isoetes	genus
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;'core streptophytes';Phragmoplastophyta;Embryophyta;Tracheophyta;Lycopodiopsida;Selaginella	genus
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;Chlorokybus	genus		Geitler 1942		Chlorokybophyceae	single genus Chlorokybus in class Chlorokybophyceae
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;Mesostigma	genus		Lauterborn 1894		Mesostigmatophyceae	single genus Mesostigma in class Mesostigmatophyceae
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;Spirotaenia	genus					
Eukaryota;Diaphoretickes;Archaeplastida;Chloroplastida;Streptophyta;Streptofilum	genus					
Eukaryota;Diaphoretickes;Archaeplastida;Glaucophyta					Glaucophyceae; Glaucobionta	
Eukaryota;Diaphoretickes;Archaeplastida;Glaucophyta;Cyanophora	genus					
Eukaryota;Diaphoretickes;Archaeplastida;Glaucophyta;Cyanoptyche	genus					
Eukaryota;Diaphoretickes;Archaeplastida;Glaucophyta;Glaucocystis	genus					
Eukaryota;Diaphoretickes;Archaeplastida;Glaucophyta;Gloeochaete	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade'						phylogenomics-based group; Picozoa, Rhodophyta and Rhodelphis form a well-supported clade
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa			Seenivasan et al. 2013		Picobiliphytes	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa;'BP1-3 clade'						
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa;'BP1-3 clade';Picomonas	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa;'BP1-3 clade';'BP3 group'	genus	true				
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa;'BP1-3 clade';'COSAG04 lineage'	genus	true				
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa;'PICO-1 clade'						
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa;'PICO-1 clade';'BP2 group'	genus	true				
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa;'PICO-1 clade';'deep branching Pico 1'	genus	true				entirely environmental lineage so far
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa;'PICO-1 clade';'SAG11 lineage'	genus	true				
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Picozoa;'deep branching Pico 2'	genus	true				entirely environmental lineage so far
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodelphis	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta			Rabenhorst 1863		Rhodophyceae; Rhodobionta	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Cyanidiales	order		Christensen 1962		Cyanidiophyceae; Cyanidiophytina	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Cyanidiales;Cyanidioschyzon	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Cyanidiales;Cyanidium	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Cyanidiales;Galdieria	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina			Saunders & Hommersand 2004			
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales	order		Nägeli 1847		Bangiophyceae	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Bangia	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Boreophyllum	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Clymene	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Dione	genus					
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Fuscifolium	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Lysithea	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Minerva	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Neothemis	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Porphyra	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Pseudobangia	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Pyropia	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Bangiales;Wildemania	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae			Cronquist 1960
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Ahnfeltiophycidae			
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Ahnfeltiophycidae;Ahnfeltia	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Ahnfeltiophycidae;Pihiella	genus		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Corallinophycidae			
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Corallinophycidae;Corallinales	order		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Corallinophycidae;Corallinales;Corallinaceae	family		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Corallinophycidae;Corallinales;Hapalidiaceae	family		
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Corallinophycidae;Rhodogorgonales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Corallinophycidae;Sporolithales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Hildenbrandiophycidae	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Hildenbrandiophycidae;Hildenbrandia	genus
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Hildenbrandiophycidae;Apophlaea	genus
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Acrochaetiales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Balbianiales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Balliales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Batrachospermales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Batrachospermales;Batrachospermaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Batrachospermales;Lemaneaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Batrachospermales;Psilosiphonaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Colaconematales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Nemaliales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Nemaliales;Galaxauraceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Nemaliales;Liagoraceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Nemaliales;Scinaiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Palmariales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Palmariales;Palmariaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Palmariales;Rhodophysemataceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Palmariales;Rhodothamniellaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Rhodachlyales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Nemaliophycidae;Thoreales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Acrosymphytales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Bonnemaisoniales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Bonnemaisoniales;Bonnemaisoniaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Bonnemaisoniales;Naccariaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Ceramiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Callithamniaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Rhodomelaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Sarcomeniaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Spyridiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Delesserioideae	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Nitophylloideae	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Phycodryoideae	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Griffithsieae	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Ptiloteae	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;'Dasya group'	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;'Heterosiphonia group'	
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Ceramiales;Caloglossa	genus
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gelidiales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gelidiales;Gelidiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gelidiales;Gelidiellaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gelidiales;Pterocladiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales	order
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Acrotylaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Areschougiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Caulacanthaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Cruoriaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Cubiculosporaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Cystocloniaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Dicranemataceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Dumontiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Endocladiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Furcellariaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gainiaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gloiosiphoniaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Haemeschariaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Kallymeniaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Mychodeaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Mychodeophyllaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Nizymeniaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Phacelocarpaceae	family
Eukaryota;Diaphoretickes;Archaeplastida;'PRR clade';Rhodophyta;Eurhodophytina;Florideophyceae;Rhodymeniophycidae;Gigartinales;Phyllophoraceae	family
